parent_combo2_id,parent_display_slot,child_order,material50_index,material_combo1_lineage_id,child_combo1_id,child_n,child_K,child_L,child_candidate_set_id,child_candidate_ids,child_indicator_families,child_signal_hash,material_source_run_id,material_source_manifest,material_dictionary_sha256
combo2_m8_k6_l5_9789467e69e7b1e9,2,7,39,run_20260813T231500Z_kq5s_n9_official_beam_selection_v1::n=9|run=run_20260813T231500Z_kq5s_n9_official_beam_selection_v1|combo=combo1_n9_k7_l5_31ce26c4e5a03c0b,combo1_n9_k7_l5_31ce26c4e5a03c0b,9,7,5,candset_n9_31ce26c4e5a03c0b,kosdaq__global_credit_stress__EMA1_W240_S20_E10__b290bc5e03d6|kosdaq__kosdaq_hv_n20__HV20_EMA1_W480_S50_E10__e2aceaeebbfc|kosdaq__kosdaq_natr_n40__NATR40_EMA80_W240_S90_E80__207397480d62|kosdaq__kosdaq_rsi__RSI56_LB40_Q10_90__b7288bd1bb35|kosdaq__us_10y_slope__SW160_EMA20_W240_S75_E40__53e8ce6622e7|kosdaq__us_hy_oas_level__EMA40_W480_S90_E80__022ac07524f5|kosdaq__us_ig_oas_level__EMA10_W480_S20_E10__2b41694cec57|kosdaq__usdkrw_level__EMA80_W240_S35_E25__c7f847481989|kosdaq__vix_level__EMA1_W120_S50_E10__121f89c89e1e,global_credit_stress|kosdaq_hv|kosdaq_natr|kosdaq_rsi|us_10y_slope|us_hy_oas_level|us_ig_oas_level|usdkrw_level|vix_level,425ef0815a0dd79d01c175fe4280bac19574e6acc8d312b10f7bde1a4d75b517,run_20260813T231500Z_kq5s_n9_official_beam_selection_v1,manifests/kq5s_latest_n9_official_beam_selection.json,2a599f14fe46e7e6bb3fa0c6d8ea71ac8bd65b8e3eacd7e99b48e8ae888eef18
combo2_m8_k6_l5_9789467e69e7b1e9,2,8,42,run_20260813T231500Z_kq5s_n9_official_beam_selection_v1::n=9|run=run_20260813T231500Z_kq5s_n9_official_beam_selection_v1|combo=combo1_n9_k7_l4_0fb76c7d2efb85f1,combo1_n9_k7_l4_0fb76c7d2efb85f1,9,7,4,candset_n9_0fb76c7d2efb85f1,kosdaq__global_credit_stress__EMA10_W240_S90_E65__3abaaf0327e0|kosdaq__kosdaq_bollinger__BBW40_STD1p5__f6956a4aa7f2|kosdaq__kosdaq_hv_n20__HV20_EMA1_W480_S50_E10__e2aceaeebbfc|kosdaq__kosdaq_index_level__EMA10_W120_S20_E10__be5757c4967c|kosdaq__kosdaq_natr_n80__NATR80_EMA40_W120_S90_E65__7ed8b73cf6e8|kosdaq__kosdaq_rsi__RSI56_LB40_Q10_90__b7288bd1bb35|kosdaq__us_10y_slope__SW160_EMA20_W240_S75_E40__53e8ce6622e7|kosdaq__usdkrw_level__EMA80_W240_S35_E25__c7f847481989|kosdaq__vix_level__EMA1_W480_S35_E10__ea7f301eca7a,global_credit_stress|kosdaq_bollinger|kosdaq_hv|kosdaq_index_level|kosdaq_natr|kosdaq_rsi|us_10y_slope|usdkrw_level|vix_level,389c66c306b167c1db327e93987ba5b536b7da9d1e720addb86f4e751ae834f4,run_20260813T231500Z_kq5s_n9_official_beam_selection_v1,manifests/kq5s_latest_n9_official_beam_selection.json,2a599f14fe46e7e6bb3fa0c6d8ea71ac8bd65b8e3eacd7e99b48e8ae888eef18
combo2_m5_k3_l2_50e15ab10d6cba46,3,1,3,run_20260814T011500Z_kq5u_n10_official_beam_selection_v1::n=10|run=run_20260814T011500Z_kq5u_n10_official_beam_selection_v1|combo=combo1_n10_k8_l5_8d5c7cdb22ed1045,combo1_n10_k8_l5_8d5c7cdb22ed1045,10,8,5,candset_n10_8d5c7cdb22ed1045,kosdaq__global_credit_stress__EMA10_W240_S90_E65__3abaaf0327e0|kosdaq__kosdaq_hv_n20__HV20_EMA1_W480_S50_E10__e2aceaeebbfc|kosdaq__kosdaq_natr_n40__NATR40_EMA80_W240_S90_E80__207397480d62|kosdaq__kosdaq_rsi__RSI56_LB40_Q10_90__b7288bd1bb35|kosdaq__us_10y_real_yield_level__EMA1_W240_S50_E25__5a2629fb61ad|kosdaq__us_10y_slope__SW160_EMA20_W240_S75_E40__53e8ce6622e7|kosdaq__us_hy_oas_level__EMA40_W480_S90_E80__022ac07524f5|kosdaq__usdkrw_level__EMA80_W480_S75_E40__7ba15223ea9f|kosdaq__vix_level__EMA1_W120_S50_E10__121f89c89e1e|kosdaq__vix_spread__EMA10_W120_S35_E10__33f4311a6e24,global_credit_stress|kosdaq_hv|kosdaq_natr|kosdaq_rsi|us_10y_real_yield_level|us_10y_slope|us_hy_oas_level|usdkrw_level|vix_level|vix_spread,58268449703877e4563ca3abc7a3c86c9c88e5b820c25e4e0877f14c36c7a8e8,run_20260814T011500Z_kq5u_n10_official_beam_selection_v1,manifests/kq5u_latest_n10_official_beam_selection.json,2a599f14fe46e7e6bb3fa0c6d8ea71ac8bd65b8e3eacd7e99b48e8ae888eef18
combo2_m5_k3_l2_50e15ab10d6cba46,3,2,6,run_20260814T011500Z_kq5u_n10_official_beam_selection_v1::n=10|run=run_20260814T011500Z_kq5u_n10_official_beam_selection_v1|combo=combo1_n10_k7_l4_80fdb06a03f192a1,combo1_n10_k7_l4_80fdb06a03f192a1,10,7,4,candset_n10_80fdb06a03f192a1,kosdaq__global_credit_stress__EMA10_W240_S90_E65__3abaaf0327e0|kosdaq__kosdaq_hv_n20__HV20_EMA1_W480_S50_E10__e2aceaeebbfc|kosdaq__kosdaq_natr_n80__NATR80_EMA40_W120_S90_E65__7ed8b73cf6e8|kosdaq__kosdaq_rsi__RSI56_LB40_Q10_90__b7288bd1bb35|kosdaq__us_10y_2y_spread__EMA80_W480_S90_E65__40c06c366bfe|kosdaq__us_10y_real_yield_level__EMA1_W240_S50_E25__5a2629fb61ad|kosdaq__us_10y_slope__SW160_EMA20_W240_S75_E40__53e8ce6622e7|kosdaq__us_hy_oas_level__EMA1_W240_S75_E65__e1d7b81be7ae|kosdaq__usdkrw_level__EMA80_W240_S35_E25__c7f847481989|kosdaq__vix_level__EMA40_W240_S50_E10__61053432e314,global_credit_stress|kosdaq_hv|kosdaq_natr|kosdaq_rsi|us_10y_2y_spread|us_10y_real_yield_level|us_10y_slope|us_hy_oas_level|usdkrw_level|vix_level,8fd898dc43bd2b56b2ca20823e64b833a60ebf53f64bd86de85e3113d40f20f2,run_20260814T011500Z_kq5u_n10_official_beam_selection_v1,manifests/kq5u_latest_n10_official_beam_selection.json,2a599f14fe46e7e6bb3fa0c6d8ea71ac8bd65b8e3eacd7e99b48e8ae888eef18
combo2_m5_k3_l2_50e15ab10d6cba46,3,3,9,run_20260814T011500Z_kq5u_n10_official_beam_selection_v1::n=10|run=run_20260814T011500Z_kq5u_n10_official_beam_selection_v1|combo=combo1_n10_k7_l5_e125f3bc8c496045,combo1_n10_k7_l5_e125f3bc8c496045,10,7,5,candset_n10_e125f3bc8c496045,kosdaq__global_credit_stress__EMA10_W240_S35_E10__7c84f42b3084|kosdaq__kosdaq_bollinger__BBW40_STD1p5__f6956a4aa7f2|kosdaq__kosdaq_hv_n20__HV20_EMA1_W480_S50_E10__e2aceaeebbfc|kosdaq__kosdaq_index_level__EMA80_W480_S90_E25__bcefe260adce|kosdaq__kosdaq_natr_n10__NATR10_EMA10_W120_S90_E10__9b489204b132|kosdaq__us_10y_2y_spread__EMA80_W480_S90_E65__40c06c366bfe|kosdaq__us_10y_slope__SW160_EMA80_W60_S75_E25__e785c7e9d153|kosdaq__us_hy_oas_level__EMA1_W240_S35_E10__e442e94be5ef|kosdaq__usdkrw_level__EMA80_W240_S35_E25__c7f847481989|kosdaq__vix_level__EMA1_W120_S50_E10__121f89c89e1e,global_credit_stress|kosdaq_bollinger|kosdaq_hv|kosdaq_index_level|kosdaq_natr|us_10y_2y_spread|us_10y_slope|us_hy_oas_level|usdkrw_level|vix_level,9b52f6ae26078fef25217e0d9cb894dd1fb1731c558603e17496a40c0e05ba34,run_20260814T011500Z_kq5u_n10_official_beam_selection_v1,manifests/kq5u_latest_n10_official_beam_selection.json,2a599f14fe46e7e6bb3fa0c6d8ea71ac8bd65b8e3eacd7e99b48e8ae888eef18
combo2_m5_k3_l2_50e15ab10d6cba46,3,4,12,run_20260813T231500Z_kq5s_n9_official_beam_selection_v1::n=9|run=run_20260813T231500Z_kq5s_n9_official_beam_selection_v1|combo=combo1_n9_k7_l4_978efc1005abd415,combo1_n9_k7_l4_978efc1005abd415,9,7,4,candset_n9_978efc1005abd415,kosdaq__global_credit_stress__EMA10_W240_S90_E65__3abaaf0327e0|kosdaq__kosdaq_index_level__EMA10_W120_S20_E10__be5757c4967c|kosdaq__kosdaq_natr_n80__NATR80_EMA40_W120_S90_E65__7ed8b73cf6e8|kosdaq__kosdaq_rsi__RSI56_LB40_Q10_90__b7288bd1bb35|kosdaq__us_10y_real_yield_level__EMA20_W480_S90_E10__00541c4a7eba|kosdaq__us_10y_slope__SW160_EMA5_W240_S75_E40__835c910d240c|kosdaq__usdkrw_level__EMA80_W240_S35_E25__c7f847481989|kosdaq__vix_level__EMA1_W120_S50_E10__121f89c89e1e|kosdaq__vix_spread__EMA10_W120_S35_E10__33f4311a6e24,global_credit_stress|kosdaq_index_level|kosdaq_natr|kosdaq_rsi|us_10y_real_yield_level|us_10y_slope|usdkrw_level|vix_level|vix_spread,ff6698bf7e81831f3251fb66f28f385e9f163bc2577f3000d174d2c831a26d69,run_20260813T231500Z_kq5s_n9_official_beam_selection_v1,manifests/kq5s_latest_n9_official_beam_selection.json,2a599f14fe46e7e6bb3fa0c6d8ea71ac8bd65b8e3eacd7e99b48e8ae888eef18
combo2_m5_k3_l2_50e15ab10d6cba46,3,5,49,run_20260813T231500Z_kq5s_n9_official_beam_selection_v1::n=9|run=run_20260813T231500Z_kq5s_n9_official_beam_selection_v1|combo=combo1_n9_k7_l5_6924115bc688fca5,combo1_n9_k7_l5_6924115bc688fca5,9,7,5,candset_n9_6924115bc688fca5,kosdaq__global_credit_stress__EMA1_W240_S20_E10__b290bc5e03d6|kosdaq__kosdaq_hv_n20__HV20_EMA1_W480_S50_E10__e2aceaeebbfc|kosdaq__kosdaq_index_level__EMA5_W240_S75_E65__eb4e58932819|kosdaq__kosdaq_rsi__RSI56_LB40_Q10_90__b7288bd1bb35|kosdaq__us_10y_3m_spread__EMA20_W240_S90_E10__25a785782442|kosdaq__us_10y_slope__SW160_EMA20_W240_S75_E40__53e8ce6622e7|kosdaq__us_ig_oas_level__EMA10_W480_S20_E10__2b41694cec57|kosdaq__usdkrw_level__EMA80_W240_S35_E25__c7f847481989|kosdaq__vix_level__EMA1_W120_S50_E10__121f89c89e1e,global_credit_stress|kosdaq_hv|kosdaq_index_level|kosdaq_rsi|us_10y_3m_spread|us_10y_slope|us_ig_oas_level|usdkrw_level|vix_level,c1950ff2e611f54e2800f3d86e6e5c909905bc9c6c6e025a93377abc4c44a7d9,run_20260813T231500Z_kq5s_n9_official_beam_selection_v1,manifests/kq5s_latest_n9_official_beam_selection.json,2a599f14fe46e7e6bb3fa0c6d8ea71ac8bd65b8e3eacd7e99b48e8ae888eef18
combo2_m8_k6_l5_dc78b72794ed82f2,4,1,1,run_20260813T231500Z_kq5s_n9_official_beam_selection_v1::n=9|run=run_20260813T231500Z_kq5s_n9_official_beam_selection_v1|combo=combo1_n9_k6_l3_eb2681f38d934aeb,combo1_n9_k6_l3_eb2681f38d934aeb,9,6,3,candset_n9_eb2681f38d934aeb,kosdaq__global_credit_stress__EMA10_W240_S35_E10__7c84f42b3084|kosdaq__kosdaq_bollinger__BBW40_STD1p5__f6956a4aa7f2|kosdaq__kosdaq_hv_n20__HV20_EMA5_W120_S75_E10__ec5825732fa6|kosdaq__kosdaq_natr_n20__NATR20_EMA1_W120_S35_E10__aeea94540ff0|kosdaq__us_10y_real_yield_level__EMA1_W240_S50_E25__5a2629fb61ad|kosdaq__us_10y_slope__SW160_EMA5_W240_S75_E40__835c910d240c|kosdaq__us_hy_oas_level__EMA40_W480_S90_E80__022ac07524f5|kosdaq__usdkrw_level__EMA80_W240_S35_E25__c7f847481989|kosdaq__vix_spread__EMA10_W120_S35_E10__33f4311a6e24,global_credit_stress|kosdaq_bollinger|kosdaq_hv|kosdaq_natr|us_10y_real_yield_level|us_10y_slope|us_hy_oas_level|usdkrw_level|vix_spread,8aa4220676f0f97ae7001d26e81d1a2698ea329e0f6699760dd805039415a9f0,run_20260813T231500Z_kq5s_n9_official_beam_selection_v1,manifests/kq5s_latest_n9_official_beam_selection.json,2a599f14fe46e7e6bb3fa0c6d8ea71ac8bd65b8e3eacd7e99b48e8ae888eef18
combo2_m8_k6_l5_dc78b72794ed82f2,4,2,6,run_20260814T011500Z_kq5u_n10_official_beam_selection_v1::n=10|run=run_20260814T011500Z_kq5u_n10_official_beam_selection_v1|combo=combo1_n10_k7_l4_80fdb06a03f192a1,combo1_n10_k7_l4_80fdb06a03f192a1,10,7,4,candset_n10_80fdb06a03f192a1,kosdaq__global_credit_stress__EMA10_W240_S90_E65__3abaaf0327e0|kosdaq__kosdaq_hv_n20__HV20_EMA1_W480_S50_E10__e2aceaeebbfc|kosdaq__kosdaq_natr_n80__NATR80_EMA40_W120_S90_E65__7ed8b73cf6e8|kosdaq__kosdaq_rsi__RSI56_LB40_Q10_90__b7288bd1bb35|kosdaq__us_10y_2y_spread__EMA80_W480_S90_E65__40c06c366bfe|kosdaq__us_10y_real_yield_level__EMA1_W240_S50_E25__5a2629fb61ad|kosdaq__us_10y_slope__SW160_EMA20_W240_S75_E40__53e8ce6622e7|kosdaq__us_hy_oas_level__EMA1_W240_S75_E65__e1d7b81be7ae|kosdaq__usdkrw_level__EMA80_W240_S35_E25__c7f847481989|kosdaq__vix_level__EMA40_W240_S50_E10__61053432e314,global_credit_stress|kosdaq_hv|kosdaq_natr|kosdaq_rsi|us_10y_2y_spread|us_10y_real_yield_level|us_10y_slope|us_hy_oas_level|usdkrw_level|vix_level,8fd898dc43bd2b56b2ca20823e64b833a60ebf53f64bd86de85e3113d40f20f2,run_20260814T011500Z_kq5u_n10_official_beam_selection_v1,manifests/kq5u_latest_n10_official_beam_selection.json,2a599f14fe46e7e6bb3fa0c6d8ea71ac8bd65b8e3eacd7e99b48e8ae888eef18
combo2_m8_k6_l5_dc78b72794ed82f2,4,3,24,run_20260812T212222Z_kq5f_n6_beam_selection_v1::n=6|run=run_20260812T212222Z_kq5f_n6_beam_selection_v1|combo=kq5e_n6_k5_l2_789e7ad271377187,kq5e_n6_k5_l2_789e7ad271377187,6,5,2,kq5e_candset_n6_789e7ad271377187,kosdaq__global_credit_stress__EMA10_W240_S90_E65__3abaaf0327e0|kosdaq__kosdaq_hv_n20__HV20_EMA1_W480_S50_E10__e2aceaeebbfc|kosdaq__kosdaq_natr_n80__NATR80_EMA40_W120_S90_E65__7ed8b73cf6e8|kosdaq__us_10y_real_yield_level__EMA1_W240_S50_E25__5a2629fb61ad|kosdaq__us_10y_slope__SW160_EMA80_W60_S75_E25__e785c7e9d153|kosdaq__vix_spread__EMA10_W120_S35_E10__33f4311a6e24,global_credit_stress|kosdaq_hv|kosdaq_natr|us_10y_real_yield_level|us_10y_slope|vix_spread,11e89473c0fbb6090f8894214f6ccd9eb844f1f865fc98a84b84b682a7f70074,run_20260812T212222Z_kq5f_n6_beam_selection_v1,manifests/kq5f_latest_n6_beam_selection.json,2a599f14fe46e7e6bb3fa0c6d8ea71ac8bd65b8e3eacd7e99b48e8ae888eef18
combo2_m8_k6_l5_dc78b72794ed82f2,4,4,33,run_20260813T231500Z_kq5s_n9_official_beam_selection_v1::n=9|run=run_20260813T231500Z_kq5s_n9_official_beam_selection_v1|combo=combo1_n9_k7_l3_11cb04c98faf1efa,combo1_n9_k7_l3_11cb04c98faf1efa,9,7,3,candset_n9_11cb04c98faf1efa,kosdaq__global_credit_stress__EMA10_W240_S90_E65__3abaaf0327e0|kosdaq__kosdaq_hv_n20__HV20_EMA1_W480_S50_E10__e2aceaeebbfc|kosdaq__kosdaq_index_level__EMA20_W30_S75_E10__d460ef0d732a|kosdaq__us_10y_3m_spread__EMA80_W60_S90_E25__570640ecf4ca|kosdaq__us_10y_real_yield_level__EMA1_W240_S50_E25__5a2629fb61ad|kosdaq__us_10y_slope__SW160_EMA20_W240_S75_E40__53e8ce6622e7|kosdaq__us_ig_oas_level__EMA10_W480_S20_E10__2b41694cec57|kosdaq__vix_level__EMA40_W240_S50_E10__61053432e314|kosdaq__vix_spread__EMA20_W60_S75_E25__3019e1158854,global_credit_stress|kosdaq_hv|kosdaq_index_level|us_10y_3m_spread|us_10y_real_yield_level|us_10y_slope|us_ig_oas_level|vix_level|vix_spread,3939b92e69ac2ea6846a376988e74f3aa49aa372799379cd654db2ae8c0787e5,run_20260813T231500Z_kq5s_n9_official_beam_selection_v1,manifests/kq5s_latest_n9_official_beam_selection.json,2a599f14fe46e7e6bb3fa0c6d8ea71ac8bd65b8e3eacd7e99b48e8ae888eef18
combo2_m8_k6_l5_dc78b72794ed82f2,4,5,39,run_20260813T231500Z_kq5s_n9_official_beam_selection_v1::n=9|run=run_20260813T231500Z_kq5s_n9_official_beam_selection_v1|combo=combo1_n9_k7_l5_31ce26c4e5a03c0b,combo1_n9_k7_l5_31ce26c4e5a03c0b,9,7,5,candset_n9_31ce26c4e5a03c0b,kosdaq__global_credit_stress__EMA1_W240_S20_E10__b290bc5e03d6|kosdaq__kosdaq_hv_n20__HV20_EMA1_W480_S50_E10__e2aceaeebbfc|kosdaq__kosdaq_natr_n40__NATR40_EMA80_W240_S90_E80__207397480d62|kosdaq__kosdaq_rsi__RSI56_LB40_Q10_90__b7288bd1bb35|kosdaq__us_10y_slope__SW160_EMA20_W240_S75_E40__53e8ce6622e7|kosdaq__us_hy_oas_level__EMA40_W480_S90_E80__022ac07524f5|kosdaq__us_ig_oas_level__EMA10_W480_S20_E10__2b41694cec57|kosdaq__usdkrw_level__EMA80_W240_S35_E25__c7f847481989|kosdaq__vix_level__EMA1_W120_S50_E10__121f89c89e1e,global_credit_stress|kosdaq_hv|kosdaq_natr|kosdaq_rsi|us_10y_slope|us_hy_oas_level|us_ig_oas_level|usdkrw_level|vix_level,425ef0815a0dd79d01c175fe4280bac19574e6acc8d312b10f7bde1a4d75b517,run_20260813T231500Z_kq5s_n9_official_beam_selection_v1,manifests/kq5s_latest_n9_official_beam_selection.json,2a599f14fe46e7e6bb3fa0c6d8ea71ac8bd65b8e3eacd7e99b48e8ae888eef18
combo2_m8_k6_l5_dc78b72794ed82f2,4,6,41,run_20260814T011500Z_kq5u_n10_official_beam_selection_v1::n=10|run=run_20260814T011500Z_kq5u_n10_official_beam_selection_v1|combo=combo1_n10_k7_l5_649e418e7f4875bf,combo1_n10_k7_l5_649e418e7f4875bf,10,7,5,candset_n10_649e418e7f4875bf,kosdaq__global_credit_stress__EMA10_W240_S35_E10__7c84f42b3084|kosdaq__kosdaq_bollinger__BBW40_STD1p5__f6956a4aa7f2|kosdaq__kosdaq_hv_n20__HV20_EMA1_W480_S50_E10__e2aceaeebbfc|kosdaq__kosdaq_natr_n10__NATR10_EMA10_W120_S90_E10__9b489204b132|kosdaq__kosdaq_rsi__RSI56_LB80_Q10_70__554e7af8522b|kosdaq__us_10y_2y_spread__EMA80_W480_S90_E65__40c06c366bfe|kosdaq__us_10y_slope__SW160_EMA5_W240_S75_E40__835c910d240c|kosdaq__us_ig_oas_level__EMA10_W480_S20_E10__2b41694cec57|kosdaq__usdkrw_level__EMA80_W240_S35_E25__c7f847481989|kosdaq__vix_level__EMA40_W240_S50_E10__61053432e314,global_credit_stress|kosdaq_bollinger|kosdaq_hv|kosdaq_natr|kosdaq_rsi|us_10y_2y_spread|us_10y_slope|us_ig_oas_level|usdkrw_level|vix_level,04ffe9fe1e3b62b3cb052d67c7923bf5fdc7cf809aae1d2b42328ce3b434ab3d,run_20260814T011500Z_kq5u_n10_official_beam_selection_v1,manifests/kq5u_latest_n10_official_beam_selection.json,2a599f14fe46e7e6bb3fa0c6d8ea71ac8bd65b8e3eacd7e99b48e8ae888eef18
combo2_m8_k6_l5_dc78b72794ed82f2,4,7,42,run_20260813T231500Z_kq5s_n9_official_beam_selection_v1::n=9|run=run_20260813T231500Z_kq5s_n9_official_beam_selection_v1|combo=combo1_n9_k7_l4_0fb76c7d2efb85f1,combo1_n9_k7_l4_0fb76c7d2efb85f1,9,7,4,candset_n9_0fb76c7d2efb85f1,kosdaq__global_credit_stress__EMA10_W240_S90_E65__3abaaf0327e0|kosdaq__kosdaq_bollinger__BBW40_STD1p5__f6956a4aa7f2|kosdaq__kosdaq_hv_n20__HV20_EMA1_W480_S50_E10__e2aceaeebbfc|kosdaq__kosdaq_index_level__EMA10_W120_S20_E10__be5757c4967c|kosdaq__kosdaq_natr_n80__NATR80_EMA40_W120_S90_E65__7ed8b73cf6e8|kosdaq__kosdaq_rsi__RSI56_LB40_Q10_90__b7288bd1bb35|kosdaq__us_10y_slope__SW160_EMA20_W240_S75_E40__53e8ce6622e7|kosdaq__usdkrw_level__EMA80_W240_S35_E25__c7f847481989|kosdaq__vix_level__EMA1_W480_S35_E10__ea7f301eca7a,global_credit_stress|kosdaq_bollinger|kosdaq_hv|kosdaq_index_level|kosdaq_natr|kosdaq_rsi|us_10y_slope|usdkrw_level|vix_level,389c66c306b167c1db327e93987ba5b536b7da9d1e720addb86f4e751ae834f4,run_20260813T231500Z_kq5s_n9_official_beam_selection_v1,manifests/kq5s_latest_n9_official_beam_selection.json,2a599f14fe46e7e6bb3fa0c6d8ea71ac8bd65b8e3eacd7e99b48e8ae888eef18
combo2_m8_k6_l5_dc78b72794ed82f2,4,8,48,run_20260813T231500Z_kq5s_n9_official_beam_selection_v1::n=9|run=run_20260813T231500Z_kq5s_n9_official_beam_selection_v1|combo=combo1_n9_k7_l3_77cf330480517151,combo1_n9_k7_l3_77cf330480517151,9,7,3,candset_n9_77cf330480517151,kosdaq__global_credit_stress__EMA10_W240_S90_E65__3abaaf0327e0|kosdaq__kosdaq_bollinger__BBW40_STD2p0__6f09b03d46be|kosdaq__kosdaq_hv_n20__HV20_EMA1_W480_S50_E10__e2aceaeebbfc|kosdaq__kosdaq_natr_n20__NATR20_EMA1_W120_S35_E10__aeea94540ff0|kosdaq__kosdaq_rsi__RSI56_LB40_Q10_90__b7288bd1bb35|kosdaq__us_10y_slope__SW160_EMA20_W240_S75_E40__53e8ce6622e7|kosdaq__us_hy_oas_level__EMA40_W480_S90_E80__022ac07524f5|kosdaq__vix_level__EMA1_W120_S50_E10__121f89c89e1e|kosdaq__vix_spread__EMA80_W30_S90_E25__e1c7c82370c2,global_credit_stress|kosdaq_bollinger|kosdaq_hv|kosdaq_natr|kosdaq_rsi|us_10y_slope|us_hy_oas_level|vix_level|vix_spread,f18a08a98837e680c86b9805ae04c4452dc123e2686f2dfefb1b14e226a3c3d8,run_20260813T231500Z_kq5s_n9_official_beam_selection_v1,manifests/kq5s_latest_n9_official_beam_selection.json,2a599f14fe46e7e6bb3fa0c6d8ea71ac8bd65b8e3eacd7e99b48e8ae888eef18
combo2_m6_k3_l2_32c73aa82d8abc21,5,1,6,run_20260814T011500Z_kq5u_n10_official_beam_selection_v1::n=10|run=run_20260814T011500Z_kq5u_n10_official_beam_selection_v1|combo=combo1_n10_k7_l4_80fdb06a03f192a1,combo1_n10_k7_l4_80fdb06a03f192a1,10,7,4,candset_n10_80fdb06a03f192a1,kosdaq__global_credit_stress__EMA10_W240_S90_E65__3abaaf0327e0|kosdaq__kosdaq_hv_n20__HV20_EMA1_W480_S50_E10__e2aceaeebbfc|kosdaq__kosdaq_natr_n80__NATR80_EMA40_W120_S90_E65__7ed8b73cf6e8|kosdaq__kosdaq_rsi__RSI56_LB40_Q10_90__b7288bd1bb35|kosdaq__us_10y_2y_spread__EMA80_W480_S90_E65__40c06c366bfe|kosdaq__us_10y_real_yield_level__EMA1_W240_S50_E25__5a2629fb61ad|kosdaq__us_10y_slope__SW160_EMA20_W240_S75_E40__53e8ce6622e7|kosdaq__us_hy_oas_level__EMA1_W240_S75_E65__e1d7b81be7ae|kosdaq__usdkrw_level__EMA80_W240_S35_E25__c7f847481989|kosdaq__vix_level__EMA40_W240_S50_E10__61053432e314,global_credit_stress|kosdaq_hv|kosdaq_natr|kosdaq_rsi|us_10y_2y_spread|us_10y_real_yield_level|us_10y_slope|us_hy_oas_level|usdkrw_level|vix_level,8fd898dc43bd2b56b2ca20823e64b833a60ebf53f64bd86de85e3113d40f20f2,run_20260814T011500Z_kq5u_n10_official_beam_selection_v1,manifests/kq5u_latest_n10_official_beam_selection.json,2a599f14fe46e7e6bb3fa0c6d8ea71ac8bd65b8e3eacd7e99b48e8ae888eef18
combo2_m6_k3_l2_32c73aa82d8abc21,5,2,11,run_20260813T231000Z_kq5p_r1_n8_b3_b4_recovery_v1::n=8|run=run_20260813T231000Z_kq5p_r1_n8_b3_b4_recovery_v1|combo=combo1_n8_k6_l3_3240f4fb02b42a1f,combo1_n8_k6_l3_3240f4fb02b42a1f,8,6,3,candset_n8_3240f4fb02b42a1f,kosdaq__global_credit_stress__EMA10_W240_S90_E65__3abaaf0327e0|kosdaq__kosdaq_natr_n80__NATR80_EMA40_W120_S90_E65__7ed8b73cf6e8|kosdaq__kosdaq_rsi__RSI56_LB40_Q10_90__b7288bd1bb35|kosdaq__us_10y_2y_spread__EMA80_W480_S90_E65__40c06c366bfe|kosdaq__us_10y_real_yield_level__EMA1_W240_S50_E25__5a2629fb61ad|kosdaq__us_10y_slope__SW160_EMA5_W240_S75_E40__835c910d240c|kosdaq__usdkrw_level__EMA80_W480_S75_E40__7ba15223ea9f|kosdaq__vix_level__EMA40_W240_S50_E10__61053432e314,global_credit_stress|kosdaq_natr|kosdaq_rsi|us_10y_2y_spread|us_10y_real_yield_level|us_10y_slope|usdkrw_level|vix_level,a13bbcab9ab16fd0c0b8eb5fba76279837efb326c99128fe38db08e47b1fc6b4,run_20260813T231000Z_kq5p_r1_n8_b3_b4_recovery_v1,manifests/kq5p_latest_n8_official_beam_selection.json,2a599f14fe46e7e6bb3fa0c6d8ea71ac8bd65b8e3eacd7e99b48e8ae888eef18
combo2_m6_k3_l2_32c73aa82d8abc21,5,3,19,run_20260814T011500Z_kq5u_n10_official_beam_selection_v1::n=10|run=run_20260814T011500Z_kq5u_n10_official_beam_selection_v1|combo=combo1_n10_k7_l4_508ecaa02ab4a040,combo1_n10_k7_l4_508ecaa02ab4a040,10,7,4,candset_n10_508ecaa02ab4a040,kosdaq__global_credit_stress__EMA10_W240_S35_E10__7c84f42b3084|kosdaq__kosdaq_bollinger__BBW40_STD1p5__f6956a4aa7f2|kosdaq__kosdaq_hv_n20__HV20_EMA1_W480_S50_E10__e2aceaeebbfc|kosdaq__kosdaq_natr_n10__NATR10_EMA10_W120_S90_E10__9b489204b132|kosdaq__us_10y_2y_spread__EMA40_W480_S90_E80__20966d2b785f|kosdaq__us_10y_slope__SW160_EMA5_W240_S75_E40__835c910d240c|kosdaq__us_hy_oas_level__EMA1_W240_S35_E10__e442e94be5ef|kosdaq__usdkrw_level__EMA80_W480_S75_E40__7ba15223ea9f|kosdaq__vix_level__EMA40_W240_S50_E10__61053432e314|kosdaq__vix_spread__EMA20_W60_S75_E25__3019e1158854,global_credit_stress|kosdaq_bollinger|kosdaq_hv|kosdaq_natr|us_10y_2y_spread|us_10y_slope|us_hy_oas_level|usdkrw_level|vix_level|vix_spread,3c4a7c5877ff2166d6c329fd602536cdf563acbdce8021d6239676e9944f6116,run_20260814T011500Z_kq5u_n10_official_beam_selection_v1,manifests/kq5u_latest_n10_official_beam_selection.json,2a599f14fe46e7e6bb3fa0c6d8ea71ac8bd65b8e3eacd7e99b48e8ae888eef18
