parent_candidate_id,child_order,child_canonical_parent_id,child_n,child_K,child_L,child_component_ids_key
61b4f8da571569e1eb0c324c,4,n11:773aedf0a0101aee65b6fc07,11,6,4,snp__snp_bollinger__BBW80_STD2p5|snp__snp_breadth__EMA20_W240_S50_E25|snp__snp_hv__HV40_EMA10_W480_S20_E10|snp__snp_natr__NATR20_EMA1_W240_S20_E10|snp__snp_rsi__RSI56_LB320_Q30_90|snp__us_10y_2y_spread__EMA40_W30_S90_E65|snp__us_10y_3m_spread__EMA20_W60_S90_E65|snp__us_10y_nominal_yield_slope__SW80_EMA5_W120_S90_E65|snp__us_10y_real_yield__EMA20_W30_S75_E25|snp__us_hy_oas__EMA10_W480_S20_E10|snp__vix_level__EMA10_W120_S50_E25
61b4f8da571569e1eb0c324c,5,n11:77409eac089451e0206e0a7b,11,6,5,snp__snp_bollinger__BBW80_STD2p5|snp__snp_hv__HV40_EMA10_W480_S20_E10|snp__snp_natr__NATR20_EMA1_W480_S20_E10|snp__snp_rsi__RSI56_LB160_Q20_70|snp__us_10y_2y_spread__EMA40_W30_S90_E65|snp__us_10y_3m_spread__EMA20_W60_S90_E65|snp__us_10y_nominal_yield_slope__SW80_EMA5_W120_S90_E65|snp__us_10y_real_yield__EMA5_W240_S75_E25|snp__us_hy_oas__EMA20_W480_S50_E25|snp__us_ig_oas__EMA80_W120_S90_E10|snp__vix_spread__EMA40_W480_S90_E40
61b4f8da571569e1eb0c324c,6,n11:b31bcde16712902cfba883c5,11,6,5,snp__global_credit_stress__EMA40_W60_S50_E10|snp__snp_bollinger__BBW80_STD2p5|snp__snp_hv__HV40_EMA20_W30_S90_E65|snp__snp_index_level__EMA40_W120_S75_E65|snp__snp_rsi__RSI56_LB320_Q30_90|snp__us_10y_2y_spread__EMA40_W30_S90_E65|snp__us_10y_3m_spread__EMA20_W60_S90_E65|snp__us_10y_nominal_yield_slope__SW80_EMA5_W120_S90_E65|snp__us_10y_real_yield__EMA5_W240_S75_E25|snp__us_hy_oas__EMA10_W480_S50_E10|snp__vix_spread__EMA40_W60_S90_E10
61b4f8da571569e1eb0c324c,7,n11:f52ba1bb9150c58fc88cd853,11,6,5,snp__global_credit_stress__EMA40_W60_S50_E10|snp__snp_bollinger__BBW80_STD2p5|snp__snp_breadth__EMA10_W480_S35_E25|snp__snp_hv__HV40_EMA20_W30_S90_E65|snp__snp_index_level__EMA80_W60_S50_E40|snp__snp_rsi__RSI56_LB320_Q30_90|snp__us_10y_2y_spread__EMA40_W30_S90_E65|snp__us_10y_3m_spread__EMA20_W60_S90_E65|snp__us_10y_nominal_yield_slope__SW80_EMA5_W120_S90_E65|snp__us_hy_oas__EMA10_W480_S50_E10|snp__vix_spread__EMA40_W60_S75_E10
61b4f8da571569e1eb0c324c,8,n7:290b78c1ad09503ec1a29436,7,5,3,snp__snp_hv__HV10_EMA40_W30_S90_E25|snp__snp_natr__NATR20_EMA1_W240_S20_E10|snp__snp_rsi__RSI56_LB160_Q10_90|snp__us_10y_3m_spread__EMA40_W60_S50_E10|snp__us_10y_nominal_yield_slope__SW20_EMA5_W240_S75_E40|snp__us_10y_real_yield__EMA20_W30_S90_E40|snp__vix_level__EMA10_W120_S50_E25
61b4f8da571569e1eb0c324c,9,n7:7ba92890bdfe767f9ad68b84,7,4,3,snp__snp_bollinger__BBW80_STD2p5|snp__snp_hv__HV40_EMA10_W480_S20_E10|snp__snp_natr__NATR40_EMA10_W120_S20_E10|snp__snp_rsi__RSI56_LB160_Q10_90|snp__us_10y_3m_spread__EMA20_W60_S90_E65|snp__us_10y_nominal_yield_slope__SW80_EMA5_W120_S90_E65|snp__us_hy_oas__EMA10_W480_S20_E10
61b4f8da571569e1eb0c324c,10,n9:01b536f69810dbf8c0b1b8d3,9,5,4,snp__snp_bollinger__BBW80_STD2p5|snp__snp_hv__HV40_EMA10_W480_S20_E10|snp__snp_natr__NATR20_EMA1_W480_S20_E10|snp__snp_rsi__RSI56_LB160_Q20_70|snp__us_10y_2y_spread__EMA40_W30_S90_E25|snp__us_10y_3m_spread__EMA20_W60_S90_E65|snp__us_10y_nominal_yield_slope__SW80_EMA5_W120_S90_E65|snp__us_10y_real_yield__EMA1_W240_S75_E25|snp__us_ig_oas__EMA80_W120_S90_E80
61b4f8da571569e1eb0c324c,11,n9:3996cb40fe87142f8d38a765,9,5,4,snp__snp_bollinger__BBW80_STD2p5|snp__snp_hv__HV40_EMA20_W30_S90_E65|snp__snp_natr__NATR20_EMA1_W480_S20_E10|snp__snp_rsi__RSI56_LB160_Q10_90|snp__us_10y_2y_spread__EMA40_W30_S90_E25|snp__us_10y_3m_spread__EMA20_W60_S90_E65|snp__us_10y_nominal_yield_slope__SW80_EMA5_W120_S90_E65|snp__us_10y_real_yield__EMA1_W240_S75_E25|snp__us_hy_oas__EMA20_W480_S50_E25
61b4f8da571569e1eb0c324c,12,n9:544b0ea40f99fd83885608a0,9,5,4,snp__snp_breadth__EMA80_W120_S35_E25|snp__snp_natr__NATR20_EMA1_W240_S20_E10|snp__snp_rsi__RSI56_LB320_Q30_90|snp__us_10y_3m_spread__EMA20_W60_S90_E65|snp__us_10y_nominal_yield_slope__SW80_EMA5_W120_S90_E65|snp__us_10y_real_yield__EMA20_W30_S75_E25|snp__us_hy_oas__EMA10_W480_S50_E10|snp__us_ig_oas__EMA80_W120_S90_E10|snp__vix_level__EMA10_W120_S50_E25
61b4f8da571569e1eb0c324c,13,n9:7aa3be83ad36d69771044d62,9,5,4,snp__global_credit_stress__EMA20_W480_S50_E40|snp__snp_bollinger__BBW80_STD2p5|snp__snp_breadth__EMA80_W120_S35_E25|snp__snp_rsi__RSI56_LB160_Q10_90|snp__us_10y_2y_spread__EMA40_W30_S90_E65|snp__us_10y_3m_spread__EMA20_W60_S90_E65|snp__us_10y_nominal_yield_slope__SW80_EMA5_W120_S90_E65|snp__us_10y_real_yield__EMA5_W240_S75_E25|snp__us_hy_oas__EMA10_W480_S50_E10
8ed8c962d98d1ee2504c6ae0,1,n10:0039e545f90b33cd35d6efe8,10,6,5,snp__snp_bollinger__BBW80_STD2p5|snp__snp_breadth__EMA1_W480_S75_E40|snp__snp_hv__HV10_EMA40_W30_S90_E25|snp__snp_natr__NATR40_EMA10_W120_S20_E10|snp__snp_rsi__RSI56_LB320_Q30_90|snp__us_10y_3m_spread__EMA20_W60_S90_E65|snp__us_10y_nominal_yield_slope__SW20_EMA5_W240_S75_E40|snp__us_hy_oas__EMA10_W480_S50_E10|snp__us_ig_oas__EMA80_W120_S90_E10|snp__vix_level__EMA5_W30_S90_E10
8ed8c962d98d1ee2504c6ae0,2,n10:101d716b6d3279f487d96d5b,10,6,5,snp__snp_bollinger__BBW80_STD2p5|snp__snp_breadth__EMA1_W480_S75_E40|snp__snp_hv__HV10_EMA40_W30_S90_E25|snp__snp_index_level__EMA40_W120_S75_E65|snp__snp_natr__NATR40_EMA10_W120_S20_E10|snp__snp_rsi__RSI56_LB320_Q20_90|snp__us_10y_3m_spread__EMA20_W60_S90_E65|snp__us_10y_nominal_yield_slope__SW20_EMA5_W240_S75_E40|snp__us_hy_oas__EMA10_W480_S50_E10|snp__vix_level__EMA5_W30_S90_E10
8ed8c962d98d1ee2504c6ae0,3,n10:27a191855007d75a4b36289b,10,6,5,snp__snp_breadth__EMA1_W480_S75_E40|snp__snp_hv__HV10_EMA40_W30_S90_E25|snp__snp_natr__NATR40_EMA10_W120_S20_E10|snp__snp_rsi__RSI56_LB320_Q20_90|snp__us_10y_3m_spread__EMA20_W60_S90_E65|snp__us_10y_nominal_yield_slope__SW20_EMA5_W240_S75_E40|snp__us_hy_oas__EMA10_W480_S50_E10|snp__us_ig_oas__EMA40_W120_S75_E65|snp__vix_level__EMA5_W30_S90_E10|snp__vix_spread__EMA40_W480_S90_E40
8ed8c962d98d1ee2504c6ae0,4,n10:8cc748d635b8650b87a7458c,10,6,5,snp__global_credit_stress__EMA20_W480_S50_E40|snp__snp_bollinger__BBW80_STD2p5|snp__snp_breadth__EMA80_W120_S35_E25|snp__snp_hv__HV40_EMA20_W30_S90_E65|snp__snp_natr__NATR10_EMA40_W30_S75_E65|snp__snp_rsi__RSI56_LB160_Q10_90|snp__us_10y_3m_spread__EMA20_W60_S90_E65|snp__us_10y_nominal_yield_slope__SW80_EMA5_W120_S90_E65|snp__us_10y_real_yield__EMA5_W240_S75_E25|snp__us_hy_oas__EMA10_W480_S50_E10
8ed8c962d98d1ee2504c6ae0,5,n11:77409eac089451e0206e0a7b,11,6,5,snp__snp_bollinger__BBW80_STD2p5|snp__snp_hv__HV40_EMA10_W480_S20_E10|snp__snp_natr__NATR20_EMA1_W480_S20_E10|snp__snp_rsi__RSI56_LB160_Q20_70|snp__us_10y_2y_spread__EMA40_W30_S90_E65|snp__us_10y_3m_spread__EMA20_W60_S90_E65|snp__us_10y_nominal_yield_slope__SW80_EMA5_W120_S90_E65|snp__us_10y_real_yield__EMA5_W240_S75_E25|snp__us_hy_oas__EMA20_W480_S50_E25|snp__us_ig_oas__EMA80_W120_S90_E10|snp__vix_spread__EMA40_W480_S90_E40
8ed8c962d98d1ee2504c6ae0,6,n11:f52ba1bb9150c58fc88cd853,11,6,5,snp__global_credit_stress__EMA40_W60_S50_E10|snp__snp_bollinger__BBW80_STD2p5|snp__snp_breadth__EMA10_W480_S35_E25|snp__snp_hv__HV40_EMA20_W30_S90_E65|snp__snp_index_level__EMA80_W60_S50_E40|snp__snp_rsi__RSI56_LB320_Q30_90|snp__us_10y_2y_spread__EMA40_W30_S90_E65|snp__us_10y_3m_spread__EMA20_W60_S90_E65|snp__us_10y_nominal_yield_slope__SW80_EMA5_W120_S90_E65|snp__us_hy_oas__EMA10_W480_S50_E10|snp__vix_spread__EMA40_W60_S75_E10
8ed8c962d98d1ee2504c6ae0,7,n5:b588939ec6a8c3a5634e03ff,5,3,2,snp__global_credit_stress__EMA10_W120_S35_E10|snp__snp_natr__NATR20_EMA1_W480_S20_E10|snp__snp_rsi__RSI56_LB320_Q20_90|snp__us_10y_3m_spread__EMA20_W60_S90_E65|snp__us_10y_nominal_yield_slope__SW80_EMA5_W120_S90_E65
8ed8c962d98d1ee2504c6ae0,8,n7:7ba92890bdfe767f9ad68b84,7,4,3,snp__snp_bollinger__BBW80_STD2p5|snp__snp_hv__HV40_EMA10_W480_S20_E10|snp__snp_natr__NATR40_EMA10_W120_S20_E10|snp__snp_rsi__RSI56_LB160_Q10_90|snp__us_10y_3m_spread__EMA20_W60_S90_E65|snp__us_10y_nominal_yield_slope__SW80_EMA5_W120_S90_E65|snp__us_hy_oas__EMA10_W480_S20_E10
8ed8c962d98d1ee2504c6ae0,9,n9:31b6627bad4dc2903618dfd7,9,5,4,snp__snp_bollinger__BBW80_STD2p5|snp__snp_breadth__EMA80_W120_S35_E25|snp__snp_hv__HV40_EMA10_W480_S20_E10|snp__snp_rsi__RSI56_LB320_Q30_90|snp__us_10y_2y_spread__EMA40_W30_S90_E65|snp__us_10y_3m_spread__EMA20_W60_S90_E65|snp__us_10y_nominal_yield_slope__SW80_EMA5_W120_S90_E65|snp__us_hy_oas__EMA20_W120_S35_E25|snp__vix_spread__EMA40_W60_S75_E10
8ed8c962d98d1ee2504c6ae0,10,n9:3996cb40fe87142f8d38a765,9,5,4,snp__snp_bollinger__BBW80_STD2p5|snp__snp_hv__HV40_EMA20_W30_S90_E65|snp__snp_natr__NATR20_EMA1_W480_S20_E10|snp__snp_rsi__RSI56_LB160_Q10_90|snp__us_10y_2y_spread__EMA40_W30_S90_E25|snp__us_10y_3m_spread__EMA20_W60_S90_E65|snp__us_10y_nominal_yield_slope__SW80_EMA5_W120_S90_E65|snp__us_10y_real_yield__EMA1_W240_S75_E25|snp__us_hy_oas__EMA20_W480_S50_E25
8ed8c962d98d1ee2504c6ae0,11,n9:e3ac47024b32252169dff937,9,6,4,snp__snp_bollinger__BBW160_STD2p0|snp__snp_breadth__EMA1_W480_S75_E40|snp__snp_hv__HV40_EMA20_W30_S90_E65|snp__snp_natr__NATR20_EMA1_W480_S20_E10|snp__snp_rsi__RSI56_LB160_Q20_70|snp__us_10y_2y_spread__EMA5_W480_S75_E65|snp__us_10y_nominal_yield_slope__SW20_EMA5_W240_S75_E40|snp__us_hy_oas__EMA10_W480_S50_E10|snp__vix_level__EMA5_W30_S90_E10
95cff35563d9d4316b84daa8,1,n10:0039e545f90b33cd35d6efe8,10,6,5,snp__snp_bollinger__BBW80_STD2p5|snp__snp_breadth__EMA1_W480_S75_E40|snp__snp_hv__HV10_EMA40_W30_S90_E25|snp__snp_natr__NATR40_EMA10_W120_S20_E10|snp__snp_rsi__RSI56_LB320_Q30_90|snp__us_10y_3m_spread__EMA20_W60_S90_E65|snp__us_10y_nominal_yield_slope__SW20_EMA5_W240_S75_E40|snp__us_hy_oas__EMA10_W480_S50_E10|snp__us_ig_oas__EMA80_W120_S90_E10|snp__vix_level__EMA5_W30_S90_E10
95cff35563d9d4316b84daa8,2,n10:101d716b6d3279f487d96d5b,10,6,5,snp__snp_bollinger__BBW80_STD2p5|snp__snp_breadth__EMA1_W480_S75_E40|snp__snp_hv__HV10_EMA40_W30_S90_E25|snp__snp_index_level__EMA40_W120_S75_E65|snp__snp_natr__NATR40_EMA10_W120_S20_E10|snp__snp_rsi__RSI56_LB320_Q20_90|snp__us_10y_3m_spread__EMA20_W60_S90_E65|snp__us_10y_nominal_yield_slope__SW20_EMA5_W240_S75_E40|snp__us_hy_oas__EMA10_W480_S50_E10|snp__vix_level__EMA5_W30_S90_E10
95cff35563d9d4316b84daa8,3,n10:f6e5de99b692761369ce511b,10,6,5,snp__snp_bollinger__BBW80_STD2p5|snp__snp_breadth__EMA1_W480_S75_E40|snp__snp_index_level__EMA40_W120_S75_E65|snp__snp_natr__NATR20_EMA1_W480_S20_E10|snp__snp_rsi__RSI56_LB320_Q20_90|snp__us_10y_nominal_yield_slope__SW20_EMA5_W240_S75_E40|snp__us_10y_real_yield__EMA5_W240_S75_E25|snp__us_hy_oas__EMA10_W480_S50_E10|snp__us_ig_oas__EMA80_W120_S90_E10|snp__vix_level__EMA5_W30_S90_E10
95cff35563d9d4316b84daa8,4,n11:773aedf0a0101aee65b6fc07,11,6,4,snp__snp_bollinger__BBW80_STD2p5|snp__snp_breadth__EMA20_W240_S50_E25|snp__snp_hv__HV40_EMA10_W480_S20_E10|snp__snp_natr__NATR20_EMA1_W240_S20_E10|snp__snp_rsi__RSI56_LB320_Q30_90|snp__us_10y_2y_spread__EMA40_W30_S90_E65|snp__us_10y_3m_spread__EMA20_W60_S90_E65|snp__us_10y_nominal_yield_slope__SW80_EMA5_W120_S90_E65|snp__us_10y_real_yield__EMA20_W30_S75_E25|snp__us_hy_oas__EMA10_W480_S20_E10|snp__vix_level__EMA10_W120_S50_E25
