parent_candidate_id,parent_family,parent_selection_type,parent_display_order,child_order,child_canonical_parent_id,child_n,child_K,child_L,child_component_ids_key,child_family_set_key,definition_source_path,definition_source_match_count
m6|n5|nq5e5_cb6d451a1c972e70|n6|nq5e6_8b7fdbbd5d8db54a|n7|nq5e7_07dba2edc2d519a1|n8|nq5e8_be766ae57cfa9042|n8|nq5e8_f2b2eadb0bc3f323|n9|nq5e9_c796e1a7980688d2|K4|L1,Combo2,Practical,18,1,n5|nq5e5_cb6d451a1c972e70,5,3,2,nasdaq__global_credit_stress__EMA10_W240_S35_E25__4af539a6652e|nasdaq__ndx_hv__HV80_EMA5_W480_S35_E25__c2b82a39024c|nasdaq__ndx_index_level__EMA40_W240_S20_E10__9c24c10c878d|nasdaq__ndx_rsi__RSI56_LB160_Q10_90__861da9d7134e|nasdaq__us_hy_oas_level__EMA5_W120_S50_E10__ac21b6207eec,global_credit_stress|ndx_hv|ndx_index_level|ndx_rsi|us_hy_oas_level,outputs/nq6r1_parent_union_robustness/run_20260825T165000Z_nq6r1_parent_union_robustness_v5/01_parent_robustness_master.parquet,1
m6|n5|nq5e5_cb6d451a1c972e70|n6|nq5e6_8b7fdbbd5d8db54a|n7|nq5e7_07dba2edc2d519a1|n8|nq5e8_be766ae57cfa9042|n8|nq5e8_f2b2eadb0bc3f323|n9|nq5e9_c796e1a7980688d2|K4|L1,Combo2,Practical,18,2,n6|nq5e6_8b7fdbbd5d8db54a,6,4,3,nasdaq__global_credit_stress__EMA20_W240_S35_E25__3638d9174619|nasdaq__ndx_hv__HV20_EMA20_W240_S20_E10__28f445f1ae95|nasdaq__ndx_natr__NATR10_EMA40_W480_S50_E40__4a1cf6f6f8a8|nasdaq__ndx_rsi__RSI56_LB160_Q10_90__861da9d7134e|nasdaq__us_10y_3m_spread__EMA80_W60_S75_E25__e9d4b528612b|nasdaq__us_ig_oas_level__EMA40_W60_S20_E10__3991a6863cfa,global_credit_stress|ndx_hv|ndx_natr|ndx_rsi|us_10y_3m_spread|us_ig_oas_level,outputs/nq6r1_parent_union_robustness/run_20260825T165000Z_nq6r1_parent_union_robustness_v5/01_parent_robustness_master.parquet,1
m6|n5|nq5e5_cb6d451a1c972e70|n6|nq5e6_8b7fdbbd5d8db54a|n7|nq5e7_07dba2edc2d519a1|n8|nq5e8_be766ae57cfa9042|n8|nq5e8_f2b2eadb0bc3f323|n9|nq5e9_c796e1a7980688d2|K4|L1,Combo2,Practical,18,3,n7|nq5e7_07dba2edc2d519a1,7,4,3,nasdaq__global_credit_stress__EMA10_W240_S35_E25__4af539a6652e|nasdaq__ndx_bollinger__BBW20_STD3p0__8a7150892878|nasdaq__ndx_natr__NATR10_EMA40_W480_S50_E40__4a1cf6f6f8a8|nasdaq__ndx_rsi__RSI56_LB160_Q10_90__861da9d7134e|nasdaq__us_10y_slope__SW160_EMA80_W120_S75_E25__83e94563ebd6|nasdaq__us_hy_oas_level__EMA40_W240_S75_E65__051014cd77d8|nasdaq__vix_spread__EMA80_W30_S90_E25__e59e8a5cd0dc,global_credit_stress|ndx_bollinger|ndx_natr|ndx_rsi|us_10y_slope|us_hy_oas_level|vix_spread,outputs/nq6r1_parent_union_robustness/run_20260825T165000Z_nq6r1_parent_union_robustness_v5/01_parent_robustness_master.parquet,1
m6|n5|nq5e5_cb6d451a1c972e70|n6|nq5e6_8b7fdbbd5d8db54a|n7|nq5e7_07dba2edc2d519a1|n8|nq5e8_be766ae57cfa9042|n8|nq5e8_f2b2eadb0bc3f323|n9|nq5e9_c796e1a7980688d2|K4|L1,Combo2,Practical,18,4,n8|nq5e8_be766ae57cfa9042,8,5,4,nasdaq__global_credit_stress__EMA10_W240_S35_E25__4af539a6652e|nasdaq__ndx_index_level__EMA40_W480_S90_E80__513eaa330ee7|nasdaq__ndx_natr__NATR20_EMA5_W240_S20_E10__11efe9f4f0e1|nasdaq__ndx_rsi__RSI56_LB160_Q10_90__861da9d7134e|nasdaq__us_10y_slope__SW160_EMA80_W120_S75_E25__83e94563ebd6|nasdaq__us_hy_oas_level__EMA40_W240_S75_E65__051014cd77d8|nasdaq__us_ig_oas_level__EMA80_W60_S75_E65__0680b1b38140|nasdaq__vix_spread__EMA80_W30_S90_E25__e59e8a5cd0dc,global_credit_stress|ndx_index_level|ndx_natr|ndx_rsi|us_10y_slope|us_hy_oas_level|us_ig_oas_level|vix_spread,outputs/nq6r1_parent_union_robustness/run_20260825T165000Z_nq6r1_parent_union_robustness_v5/01_parent_robustness_master.parquet,1
m6|n5|nq5e5_cb6d451a1c972e70|n6|nq5e6_8b7fdbbd5d8db54a|n7|nq5e7_07dba2edc2d519a1|n8|nq5e8_be766ae57cfa9042|n8|nq5e8_f2b2eadb0bc3f323|n9|nq5e9_c796e1a7980688d2|K4|L1,Combo2,Practical,18,5,n8|nq5e8_f2b2eadb0bc3f323,8,5,4,nasdaq__global_credit_stress__EMA10_W240_S35_E25__4af539a6652e|nasdaq__ndx_natr__NATR20_EMA5_W240_S20_E10__11efe9f4f0e1|nasdaq__ndx_rsi__RSI56_LB160_Q10_90__861da9d7134e|nasdaq__us_10y_3m_spread__EMA80_W60_S90_E25__2af98441b548|nasdaq__us_10y_real_yield_level__EMA40_W120_S20_E10__cd456bfd029f|nasdaq__us_10y_slope__SW160_EMA80_W480_S35_E10__efeefe8b35ae|nasdaq__us_hy_oas_level__EMA40_W240_S75_E65__051014cd77d8|nasdaq__us_ig_oas_level__EMA80_W60_S75_E65__0680b1b38140,global_credit_stress|ndx_natr|ndx_rsi|us_10y_3m_spread|us_10y_real_yield_level|us_10y_slope|us_hy_oas_level|us_ig_oas_level,outputs/nq6r1_parent_union_robustness/run_20260825T165000Z_nq6r1_parent_union_robustness_v5/01_parent_robustness_master.parquet,1
m6|n5|nq5e5_cb6d451a1c972e70|n6|nq5e6_8b7fdbbd5d8db54a|n7|nq5e7_07dba2edc2d519a1|n8|nq5e8_be766ae57cfa9042|n8|nq5e8_f2b2eadb0bc3f323|n9|nq5e9_c796e1a7980688d2|K4|L1,Combo2,Practical,18,6,n9|nq5e9_c796e1a7980688d2,9,5,4,nasdaq__global_credit_stress__EMA20_W480_S20_E10__f0f0cc789143|nasdaq__ndx_index_level__EMA40_W240_S20_E10__9c24c10c878d|nasdaq__ndx_natr__NATR40_EMA5_W240_S20_E10__9261f5f1fd46|nasdaq__ndx_rsi__RSI56_LB160_Q10_90__861da9d7134e|nasdaq__us_10y_3m_spread__EMA80_W60_S75_E25__e9d4b528612b|nasdaq__us_10y_real_yield_level__EMA80_W120_S90_E65__0c7a0cb6ac76|nasdaq__us_10y_slope__SW160_EMA40_W240_S75_E25__930bdd9f7a6e|nasdaq__us_hy_oas_level__EMA5_W120_S50_E25__7fd5f662779e|nasdaq__us_ig_oas_level__EMA80_W60_S75_E65__0680b1b38140,global_credit_stress|ndx_index_level|ndx_natr|ndx_rsi|us_10y_3m_spread|us_10y_real_yield_level|us_10y_slope|us_hy_oas_level|us_ig_oas_level,outputs/nq6r1_parent_union_robustness/run_20260825T165000Z_nq6r1_parent_union_robustness_v5/01_parent_robustness_master.parquet,1
m8|n10|nq5e10_9bd42da1c1a6841b|n6|nq5e6_2c78a53ac6e928f8|n6|nq5e6_415194320e4754e5|n6|nq5e6_8b7fdbbd5d8db54a|n7|nq5e7_fc8f0fc4e97ae2e8|n8|nq5e8_be766ae57cfa9042|n8|nq5e8_f2b2eadb0bc3f323|n9|nq5e9_c796e1a7980688d2|K4|L2,Combo2,Practical,19,1,n10|nq5e10_9bd42da1c1a6841b,10,5,4,nasdaq__global_credit_stress__EMA10_W240_S35_E25__4af539a6652e|nasdaq__ndx_bollinger__BBW80_STD3p0__e14d67864905|nasdaq__ndx_equal_weight_breadth__EMA1_W480_S90_E65__0bac6176bf66|nasdaq__ndx_hv__HV20_EMA20_W240_S20_E10__28f445f1ae95|nasdaq__ndx_natr__NATR10_EMA40_W480_S50_E40__4a1cf6f6f8a8|nasdaq__ndx_rsi__RSI56_LB160_Q10_90__861da9d7134e|nasdaq__us_10y_3m_spread__EMA80_W60_S75_E25__e9d4b528612b|nasdaq__us_10y_slope__SW160_EMA80_W480_S35_E10__efeefe8b35ae|nasdaq__us_hy_oas_level__EMA5_W120_S50_E10__ac21b6207eec|nasdaq__us_ig_oas_level__EMA40_W60_S20_E10__3991a6863cfa,global_credit_stress|ndx_bollinger|ndx_equal_weight_breadth|ndx_hv|ndx_natr|ndx_rsi|us_10y_3m_spread|us_10y_slope|us_hy_oas_level|us_ig_oas_level,outputs/nq6r1_parent_union_robustness/run_20260825T165000Z_nq6r1_parent_union_robustness_v5/01_parent_robustness_master.parquet,1
m8|n10|nq5e10_9bd42da1c1a6841b|n6|nq5e6_2c78a53ac6e928f8|n6|nq5e6_415194320e4754e5|n6|nq5e6_8b7fdbbd5d8db54a|n7|nq5e7_fc8f0fc4e97ae2e8|n8|nq5e8_be766ae57cfa9042|n8|nq5e8_f2b2eadb0bc3f323|n9|nq5e9_c796e1a7980688d2|K4|L2,Combo2,Practical,19,2,n6|nq5e6_2c78a53ac6e928f8,6,4,3,nasdaq__global_credit_stress__EMA10_W240_S35_E25__4af539a6652e|nasdaq__ndx_equal_weight_breadth__EMA5_W120_S35_E10__ff45db9025e4|nasdaq__ndx_natr__NATR10_EMA40_W480_S50_E40__4a1cf6f6f8a8|nasdaq__us_10y_real_yield_level__EMA40_W120_S20_E10__cd456bfd029f|nasdaq__us_10y_slope__SW160_EMA80_W480_S35_E10__efeefe8b35ae|nasdaq__vix_spread__EMA80_W30_S90_E40__ed3fad8189f4,global_credit_stress|ndx_equal_weight_breadth|ndx_natr|us_10y_real_yield_level|us_10y_slope|vix_spread,outputs/nq6r1_parent_union_robustness/run_20260825T165000Z_nq6r1_parent_union_robustness_v5/01_parent_robustness_master.parquet,1
m8|n10|nq5e10_9bd42da1c1a6841b|n6|nq5e6_2c78a53ac6e928f8|n6|nq5e6_415194320e4754e5|n6|nq5e6_8b7fdbbd5d8db54a|n7|nq5e7_fc8f0fc4e97ae2e8|n8|nq5e8_be766ae57cfa9042|n8|nq5e8_f2b2eadb0bc3f323|n9|nq5e9_c796e1a7980688d2|K4|L2,Combo2,Practical,19,3,n6|nq5e6_415194320e4754e5,6,4,2,nasdaq__ndx_equal_weight_breadth__EMA1_W480_S90_E65__0bac6176bf66|nasdaq__ndx_natr__NATR10_EMA40_W480_S50_E40__4a1cf6f6f8a8|nasdaq__ndx_rsi__RSI28_LB40_Q10_90__e31bd3d1092b|nasdaq__us_10y_real_yield_level__EMA80_W120_S90_E65__0c7a0cb6ac76|nasdaq__us_hy_oas_level__EMA5_W120_S50_E25__7fd5f662779e|nasdaq__vix_spread__EMA80_W30_S90_E25__e59e8a5cd0dc,ndx_equal_weight_breadth|ndx_natr|ndx_rsi|us_10y_real_yield_level|us_hy_oas_level|vix_spread,outputs/nq6r1_parent_union_robustness/run_20260825T165000Z_nq6r1_parent_union_robustness_v5/01_parent_robustness_master.parquet,1
m8|n10|nq5e10_9bd42da1c1a6841b|n6|nq5e6_2c78a53ac6e928f8|n6|nq5e6_415194320e4754e5|n6|nq5e6_8b7fdbbd5d8db54a|n7|nq5e7_fc8f0fc4e97ae2e8|n8|nq5e8_be766ae57cfa9042|n8|nq5e8_f2b2eadb0bc3f323|n9|nq5e9_c796e1a7980688d2|K4|L2,Combo2,Practical,19,4,n6|nq5e6_8b7fdbbd5d8db54a,6,4,3,nasdaq__global_credit_stress__EMA20_W240_S35_E25__3638d9174619|nasdaq__ndx_hv__HV20_EMA20_W240_S20_E10__28f445f1ae95|nasdaq__ndx_natr__NATR10_EMA40_W480_S50_E40__4a1cf6f6f8a8|nasdaq__ndx_rsi__RSI56_LB160_Q10_90__861da9d7134e|nasdaq__us_10y_3m_spread__EMA80_W60_S75_E25__e9d4b528612b|nasdaq__us_ig_oas_level__EMA40_W60_S20_E10__3991a6863cfa,global_credit_stress|ndx_hv|ndx_natr|ndx_rsi|us_10y_3m_spread|us_ig_oas_level,outputs/nq6r1_parent_union_robustness/run_20260825T165000Z_nq6r1_parent_union_robustness_v5/01_parent_robustness_master.parquet,1
m8|n10|nq5e10_9bd42da1c1a6841b|n6|nq5e6_2c78a53ac6e928f8|n6|nq5e6_415194320e4754e5|n6|nq5e6_8b7fdbbd5d8db54a|n7|nq5e7_fc8f0fc4e97ae2e8|n8|nq5e8_be766ae57cfa9042|n8|nq5e8_f2b2eadb0bc3f323|n9|nq5e9_c796e1a7980688d2|K4|L2,Combo2,Practical,19,5,n7|nq5e7_fc8f0fc4e97ae2e8,7,4,3,nasdaq__global_credit_stress__EMA10_W240_S35_E25__4af539a6652e|nasdaq__ndx_bollinger__BBW20_STD2p5__47081c2a5066|nasdaq__ndx_equal_weight_breadth__EMA20_W120_S50_E25__dbdd4e9e7d00|nasdaq__ndx_natr__NATR10_EMA40_W480_S50_E40__4a1cf6f6f8a8|nasdaq__ndx_rsi__RSI56_LB160_Q10_90__861da9d7134e|nasdaq__us_10y_slope__SW160_EMA40_W240_S75_E25__930bdd9f7a6e|nasdaq__vix_spread__EMA80_W30_S90_E25__e59e8a5cd0dc,global_credit_stress|ndx_bollinger|ndx_equal_weight_breadth|ndx_natr|ndx_rsi|us_10y_slope|vix_spread,outputs/nq6r1_parent_union_robustness/run_20260825T165000Z_nq6r1_parent_union_robustness_v5/01_parent_robustness_master.parquet,1
m8|n10|nq5e10_9bd42da1c1a6841b|n6|nq5e6_2c78a53ac6e928f8|n6|nq5e6_415194320e4754e5|n6|nq5e6_8b7fdbbd5d8db54a|n7|nq5e7_fc8f0fc4e97ae2e8|n8|nq5e8_be766ae57cfa9042|n8|nq5e8_f2b2eadb0bc3f323|n9|nq5e9_c796e1a7980688d2|K4|L2,Combo2,Practical,19,6,n8|nq5e8_be766ae57cfa9042,8,5,4,nasdaq__global_credit_stress__EMA10_W240_S35_E25__4af539a6652e|nasdaq__ndx_index_level__EMA40_W480_S90_E80__513eaa330ee7|nasdaq__ndx_natr__NATR20_EMA5_W240_S20_E10__11efe9f4f0e1|nasdaq__ndx_rsi__RSI56_LB160_Q10_90__861da9d7134e|nasdaq__us_10y_slope__SW160_EMA80_W120_S75_E25__83e94563ebd6|nasdaq__us_hy_oas_level__EMA40_W240_S75_E65__051014cd77d8|nasdaq__us_ig_oas_level__EMA80_W60_S75_E65__0680b1b38140|nasdaq__vix_spread__EMA80_W30_S90_E25__e59e8a5cd0dc,global_credit_stress|ndx_index_level|ndx_natr|ndx_rsi|us_10y_slope|us_hy_oas_level|us_ig_oas_level|vix_spread,outputs/nq6r1_parent_union_robustness/run_20260825T165000Z_nq6r1_parent_union_robustness_v5/01_parent_robustness_master.parquet,1
m8|n10|nq5e10_9bd42da1c1a6841b|n6|nq5e6_2c78a53ac6e928f8|n6|nq5e6_415194320e4754e5|n6|nq5e6_8b7fdbbd5d8db54a|n7|nq5e7_fc8f0fc4e97ae2e8|n8|nq5e8_be766ae57cfa9042|n8|nq5e8_f2b2eadb0bc3f323|n9|nq5e9_c796e1a7980688d2|K4|L2,Combo2,Practical,19,7,n8|nq5e8_f2b2eadb0bc3f323,8,5,4,nasdaq__global_credit_stress__EMA10_W240_S35_E25__4af539a6652e|nasdaq__ndx_natr__NATR20_EMA5_W240_S20_E10__11efe9f4f0e1|nasdaq__ndx_rsi__RSI56_LB160_Q10_90__861da9d7134e|nasdaq__us_10y_3m_spread__EMA80_W60_S90_E25__2af98441b548|nasdaq__us_10y_real_yield_level__EMA40_W120_S20_E10__cd456bfd029f|nasdaq__us_10y_slope__SW160_EMA80_W480_S35_E10__efeefe8b35ae|nasdaq__us_hy_oas_level__EMA40_W240_S75_E65__051014cd77d8|nasdaq__us_ig_oas_level__EMA80_W60_S75_E65__0680b1b38140,global_credit_stress|ndx_natr|ndx_rsi|us_10y_3m_spread|us_10y_real_yield_level|us_10y_slope|us_hy_oas_level|us_ig_oas_level,outputs/nq6r1_parent_union_robustness/run_20260825T165000Z_nq6r1_parent_union_robustness_v5/01_parent_robustness_master.parquet,1
m8|n10|nq5e10_9bd42da1c1a6841b|n6|nq5e6_2c78a53ac6e928f8|n6|nq5e6_415194320e4754e5|n6|nq5e6_8b7fdbbd5d8db54a|n7|nq5e7_fc8f0fc4e97ae2e8|n8|nq5e8_be766ae57cfa9042|n8|nq5e8_f2b2eadb0bc3f323|n9|nq5e9_c796e1a7980688d2|K4|L2,Combo2,Practical,19,8,n9|nq5e9_c796e1a7980688d2,9,5,4,nasdaq__global_credit_stress__EMA20_W480_S20_E10__f0f0cc789143|nasdaq__ndx_index_level__EMA40_W240_S20_E10__9c24c10c878d|nasdaq__ndx_natr__NATR40_EMA5_W240_S20_E10__9261f5f1fd46|nasdaq__ndx_rsi__RSI56_LB160_Q10_90__861da9d7134e|nasdaq__us_10y_3m_spread__EMA80_W60_S75_E25__e9d4b528612b|nasdaq__us_10y_real_yield_level__EMA80_W120_S90_E65__0c7a0cb6ac76|nasdaq__us_10y_slope__SW160_EMA40_W240_S75_E25__930bdd9f7a6e|nasdaq__us_hy_oas_level__EMA5_W120_S50_E25__7fd5f662779e|nasdaq__us_ig_oas_level__EMA80_W60_S75_E65__0680b1b38140,global_credit_stress|ndx_index_level|ndx_natr|ndx_rsi|us_10y_3m_spread|us_10y_real_yield_level|us_10y_slope|us_hy_oas_level|us_ig_oas_level,outputs/nq6r1_parent_union_robustness/run_20260825T165000Z_nq6r1_parent_union_robustness_v5/01_parent_robustness_master.parquet,1
m5|n6|nq5e6_2c78a53ac6e928f8|n7|nq5e7_934189464a0ef2f2|n8|nq5e8_be766ae57cfa9042|n8|nq5e8_d2cd70973210bf4d|n8|nq5e8_f2b2eadb0bc3f323|K3|L1,Combo2,Practical,20,1,n6|nq5e6_2c78a53ac6e928f8,6,4,3,nasdaq__global_credit_stress__EMA10_W240_S35_E25__4af539a6652e|nasdaq__ndx_equal_weight_breadth__EMA5_W120_S35_E10__ff45db9025e4|nasdaq__ndx_natr__NATR10_EMA40_W480_S50_E40__4a1cf6f6f8a8|nasdaq__us_10y_real_yield_level__EMA40_W120_S20_E10__cd456bfd029f|nasdaq__us_10y_slope__SW160_EMA80_W480_S35_E10__efeefe8b35ae|nasdaq__vix_spread__EMA80_W30_S90_E40__ed3fad8189f4,global_credit_stress|ndx_equal_weight_breadth|ndx_natr|us_10y_real_yield_level|us_10y_slope|vix_spread,outputs/nq6r1_parent_union_robustness/run_20260825T165000Z_nq6r1_parent_union_robustness_v5/01_parent_robustness_master.parquet,1
m5|n6|nq5e6_2c78a53ac6e928f8|n7|nq5e7_934189464a0ef2f2|n8|nq5e8_be766ae57cfa9042|n8|nq5e8_d2cd70973210bf4d|n8|nq5e8_f2b2eadb0bc3f323|K3|L1,Combo2,Practical,20,2,n7|nq5e7_934189464a0ef2f2,7,4,3,nasdaq__global_credit_stress__EMA10_W240_S35_E25__4af539a6652e|nasdaq__ndx_index_level__EMA40_W240_S20_E10__9c24c10c878d|nasdaq__ndx_natr__NATR40_EMA5_W240_S20_E10__9261f5f1fd46|nasdaq__ndx_rsi__RSI56_LB160_Q10_90__861da9d7134e|nasdaq__us_10y_3m_spread__EMA80_W60_S90_E25__2af98441b548|nasdaq__us_10y_slope__SW160_EMA40_W240_S75_E25__930bdd9f7a6e|nasdaq__us_ig_oas_level__EMA80_W60_S75_E65__0680b1b38140,global_credit_stress|ndx_index_level|ndx_natr|ndx_rsi|us_10y_3m_spread|us_10y_slope|us_ig_oas_level,outputs/nq6r1_parent_union_robustness/run_20260825T165000Z_nq6r1_parent_union_robustness_v5/01_parent_robustness_master.parquet,1
m5|n6|nq5e6_2c78a53ac6e928f8|n7|nq5e7_934189464a0ef2f2|n8|nq5e8_be766ae57cfa9042|n8|nq5e8_d2cd70973210bf4d|n8|nq5e8_f2b2eadb0bc3f323|K3|L1,Combo2,Practical,20,3,n8|nq5e8_be766ae57cfa9042,8,5,4,nasdaq__global_credit_stress__EMA10_W240_S35_E25__4af539a6652e|nasdaq__ndx_index_level__EMA40_W480_S90_E80__513eaa330ee7|nasdaq__ndx_natr__NATR20_EMA5_W240_S20_E10__11efe9f4f0e1|nasdaq__ndx_rsi__RSI56_LB160_Q10_90__861da9d7134e|nasdaq__us_10y_slope__SW160_EMA80_W120_S75_E25__83e94563ebd6|nasdaq__us_hy_oas_level__EMA40_W240_S75_E65__051014cd77d8|nasdaq__us_ig_oas_level__EMA80_W60_S75_E65__0680b1b38140|nasdaq__vix_spread__EMA80_W30_S90_E25__e59e8a5cd0dc,global_credit_stress|ndx_index_level|ndx_natr|ndx_rsi|us_10y_slope|us_hy_oas_level|us_ig_oas_level|vix_spread,outputs/nq6r1_parent_union_robustness/run_20260825T165000Z_nq6r1_parent_union_robustness_v5/01_parent_robustness_master.parquet,1
m5|n6|nq5e6_2c78a53ac6e928f8|n7|nq5e7_934189464a0ef2f2|n8|nq5e8_be766ae57cfa9042|n8|nq5e8_d2cd70973210bf4d|n8|nq5e8_f2b2eadb0bc3f323|K3|L1,Combo2,Practical,20,4,n8|nq5e8_d2cd70973210bf4d,8,5,4,nasdaq__global_credit_stress__EMA10_W240_S35_E25__4af539a6652e|nasdaq__ndx_hv__HV20_EMA20_W240_S20_E10__28f445f1ae95|nasdaq__ndx_natr__NATR10_EMA40_W480_S50_E40__4a1cf6f6f8a8|nasdaq__ndx_rsi__RSI56_LB160_Q10_90__861da9d7134e|nasdaq__us_10y_3m_spread__EMA80_W60_S90_E25__2af98441b548|nasdaq__us_10y_slope__SW160_EMA80_W480_S35_E10__efeefe8b35ae|nasdaq__us_hy_oas_level__EMA5_W120_S50_E25__7fd5f662779e|nasdaq__us_ig_oas_level__EMA40_W60_S20_E10__3991a6863cfa,global_credit_stress|ndx_hv|ndx_natr|ndx_rsi|us_10y_3m_spread|us_10y_slope|us_hy_oas_level|us_ig_oas_level,outputs/nq6r1_parent_union_robustness/run_20260825T165000Z_nq6r1_parent_union_robustness_v5/01_parent_robustness_master.parquet,1
m5|n6|nq5e6_2c78a53ac6e928f8|n7|nq5e7_934189464a0ef2f2|n8|nq5e8_be766ae57cfa9042|n8|nq5e8_d2cd70973210bf4d|n8|nq5e8_f2b2eadb0bc3f323|K3|L1,Combo2,Practical,20,5,n8|nq5e8_f2b2eadb0bc3f323,8,5,4,nasdaq__global_credit_stress__EMA10_W240_S35_E25__4af539a6652e|nasdaq__ndx_natr__NATR20_EMA5_W240_S20_E10__11efe9f4f0e1|nasdaq__ndx_rsi__RSI56_LB160_Q10_90__861da9d7134e|nasdaq__us_10y_3m_spread__EMA80_W60_S90_E25__2af98441b548|nasdaq__us_10y_real_yield_level__EMA40_W120_S20_E10__cd456bfd029f|nasdaq__us_10y_slope__SW160_EMA80_W480_S35_E10__efeefe8b35ae|nasdaq__us_hy_oas_level__EMA40_W240_S75_E65__051014cd77d8|nasdaq__us_ig_oas_level__EMA80_W60_S75_E65__0680b1b38140,global_credit_stress|ndx_natr|ndx_rsi|us_10y_3m_spread|us_10y_real_yield_level|us_10y_slope|us_hy_oas_level|us_ig_oas_level,outputs/nq6r1_parent_union_robustness/run_20260825T165000Z_nq6r1_parent_union_robustness_v5/01_parent_robustness_master.parquet,1
